Date,Open,High,Low,Close,Adj Close,Volume
2012-09-05,47.110001,47.529999,46.660000,46.970001,30.951868,10549500
2012-09-06,47.439999,49.419998,47.200001,48.459999,31.933733,5913600
2012-09-07,48.639999,49.709999,48.400002,49.459999,32.592693,3160100
2012-09-10,49.259998,50.020000,49.230000,49.330002,32.507034,3123500
2012-09-11,49.590000,50.230000,49.169998,49.400002,32.553158,2210800
2012-09-12,49.490002,49.720001,48.750000,49.610001,32.691547,2819600
2012-09-13,49.590000,52.349998,49.580002,51.919998,34.213764,7525900
2012-09-14,52.650002,53.770000,52.180000,53.419998,35.202213,6534100
2012-09-17,53.150002,53.200001,51.810001,51.980000,34.253304,3217300
2012-09-18,51.869999,52.090000,51.360001,51.939999,34.226944,4171600
2012-09-19,52.410000,53.619999,52.220001,52.500000,34.595970,4732000
2012-09-20,51.880001,52.619999,50.570000,52.520000,34.609154,4663800
2012-09-21,52.950001,53.209999,52.130001,52.369999,34.510307,6893900
2012-09-24,52.430000,52.880001,51.570000,52.040001,34.292835,2775600
2012-09-25,52.520000,52.689999,50.689999,50.799999,33.475723,4550800
2012-09-26,50.980000,51.180000,50.150002,50.959999,33.581146,3356800
2012-09-27,51.230000,52.209999,50.889999,51.880001,34.187408,2210200
2012-09-28,51.459999,51.790001,50.919998,51.660000,34.042439,2527700
2012-10-01,52.060001,52.750000,51.950001,52.200001,34.398281,2844100
2012-10-02,52.389999,52.910000,52.020000,52.910000,34.866158,3158200
2012-10-03,52.990002,52.990002,52.099998,52.340000,34.490536,3184600
2012-10-04,52.939999,53.369999,51.930000,52.000000,34.266483,3639300
2012-10-05,52.689999,53.180000,52.450001,52.680000,34.714588,3932200
2012-10-08,52.450001,52.500000,51.990002,52.380001,34.516895,1969700
2012-10-09,52.410000,52.560001,51.169998,51.220001,33.752491,3021400
2012-10-10,51.330002,51.459999,50.470001,50.700001,33.409821,2428500
2012-10-11,51.369999,51.889999,51.310001,51.349998,33.838154,2672300
2012-10-12,51.250000,51.709999,50.580002,50.860001,33.515259,3602800
2012-10-15,50.919998,51.480000,50.619999,51.419998,33.884277,2848400
2012-10-16,51.959999,55.380001,51.959999,54.360001,35.821655,9418500
2012-10-17,54.790001,55.759998,54.500000,55.740002,36.731030,4689300
2012-10-18,55.349998,56.000000,54.700001,55.230000,36.394951,3071400
2012-10-19,55.000000,55.090000,54.000000,54.330002,35.801895,3232700
2012-10-22,54.310001,55.549999,53.759998,55.470001,36.553112,2880900
2012-10-23,54.150002,54.270000,52.500000,53.029999,34.945213,4477200
2012-10-24,53.889999,54.759998,53.070000,53.830002,35.472412,4199600
2012-10-25,54.330002,54.570000,52.919998,53.400002,35.189045,3619300
2012-10-26,51.860001,55.630001,50.910000,53.750000,35.419689,8962500
2012-10-31,53.810001,54.040001,52.700001,53.389999,35.182449,4680600
2012-11-01,53.540001,55.250000,53.509998,55.049999,36.276348,5695100
2012-11-02,53.599998,53.750000,52.869999,53.060001,34.964996,10595600
2012-11-05,53.180000,53.509998,52.740002,53.410000,35.195625,3529200
2012-11-06,53.689999,54.090000,53.259998,53.820000,35.465820,8930300
2012-11-07,53.360001,53.360001,51.919998,52.779999,34.780476,4930200
2012-11-08,52.810001,53.139999,51.830002,51.919998,34.213764,2221000
2012-11-09,52.189999,52.189999,50.700001,50.849998,33.508663,5490700
2012-11-12,51.020000,51.200001,50.450001,50.650002,33.376869,2926400
2012-11-13,49.720001,51.009998,49.110001,50.060001,32.988079,5199300
2012-11-14,50.680000,50.680000,49.040001,49.209999,32.427944,5946300
2012-11-15,46.180000,46.610001,44.869999,45.410000,31.970333,6339300
2012-11-16,45.500000,47.040001,45.349998,46.869999,32.998230,6006500
2012-11-19,47.759998,48.110001,47.439999,48.000000,33.793785,5382700
2012-11-20,48.000000,48.099998,46.950001,47.549999,33.476974,3610000
2012-11-21,47.689999,48.529999,47.500000,47.990002,33.786747,2726500
2012-11-23,48.400002,50.939999,48.029999,48.619999,34.230282,1914000
2012-11-26,48.349998,48.599998,47.549999,48.000000,33.793785,3504500
2012-11-27,47.970001,48.150002,47.330002,47.549999,33.476974,3792200
2012-11-28,47.070000,48.119999,46.860001,48.070000,33.843063,2783100
2012-11-29,48.200001,49.020000,48.150002,48.740002,34.314774,4104000
2012-11-30,49.000000,49.939999,48.779999,49.730000,35.011776,7392200
2012-12-03,49.889999,50.230000,48.459999,48.880001,34.413338,4396200
2012-12-04,48.799999,49.820000,48.730000,49.759998,35.032894,4102800
2012-12-05,49.000000,51.849998,48.770000,51.849998,36.504333,19056900
2012-12-06,51.849998,52.150002,51.520000,51.900002,36.539539,5978200
2012-12-07,52.480000,53.860001,52.400002,53.810001,37.884247,5393100
2012-12-10,53.610001,54.740002,53.160000,54.369999,38.278511,4280600
2012-12-11,54.560001,54.720001,53.630001,54.049999,38.053215,4627000
2012-12-12,54.400002,54.630001,53.820000,54.020000,38.032093,3597400
2012-12-13,54.020000,54.250000,52.810001,52.980000,37.299908,2586300
2012-12-14,53.009998,53.970001,52.790001,53.790001,37.870167,4282000
2012-12-17,54.099998,54.770000,53.810001,54.750000,38.546028,3251100
2012-12-18,54.810001,55.110001,54.549999,54.900002,38.651646,3091400
2012-12-19,55.119999,55.250000,54.770000,54.849998,38.616440,3289100
2012-12-20,54.830002,55.570000,54.410000,55.560001,39.116306,3457600
2012-12-21,54.849998,55.220001,54.119999,55.139999,38.820621,6381600
